time,cpu %,mem %
08:53:20,99.9,4.0
08:53:21,99.9,4.0
08:53:22,98.0,5.6
08:53:23,95.0,6.0
08:53:24,92.0,6.5
08:53:25,34.7,6.6
08:53:26,37.0,6.8
08:53:27,37.6,7.0
08:53:28,28.0,7.2
08:53:29,27.0,7.2
08:53:30,26.7,7.2
08:53:31,28.0,7.2
08:53:32,25.7,7.2
08:53:33,28.0,7.3
08:53:34,29.0,7.5
08:53:35,39.6,7.7
08:53:36,28.0,7.7
08:53:37,26.7,7.8
08:53:38,27.0,8.0
08:53:39,28.0,8.1
08:53:40,26.7,8.1
08:53:41,27.0,8.1
08:53:42,27.7,8.1
08:53:43,27.0,8.1
08:53:44,29.7,8.1
08:53:45,29.0,8.1
08:53:46,26.0,8.2
08:53:47,25.7,8.2
08:53:48,27.0,8.2
08:53:49,27.0,8.2
08:53:50,26.7,8.2
08:53:51,27.0,8.2
08:53:52,28.0,8.2
08:53:53,26.7,8.2
08:53:54,29.0,8.2
08:53:55,27.0,8.2
08:53:56,27.7,8.2
08:53:57,28.0,8.3
08:53:58,24.8,8.3
08:53:59,29.0,8.3
08:54:00,27.0,8.3
08:54:01,27.7,8.3
08:54:02,28.0,8.3
08:54:03,27.7,8.3
08:54:04,34.0,8.3
08:54:05,98.0,8.6
08:54:06,98.0,8.6
08:54:07,99.0,8.6
08:54:08,97.0,8.6
08:54:09,99.9,8.7
08:54:10,91.1,8.7
08:54:11,98.0,8.7
08:54:12,99.0,8.8
08:54:13,97.0,8.9
08:54:14,99.0,8.9
08:54:15,98.0,9.5
08:54:16,97.0,9.7
08:54:17,99.9,10.2
08:54:18,97.0,10.5
08:54:19,99.0,10.5
08:54:20,99.0,10.5
08:54:21,97.0,10.5
08:54:22,98.0,10.5
08:54:23,97.0,10.5
08:54:24,98.0,10.6
08:54:25,97.0,10.6
08:54:26,98.0,10.6
08:54:27,99.0,10.6
08:54:28,98.0,10.6
08:54:29,97.0,10.6
08:54:30,99.0,10.6
08:54:31,96.0,10.6
08:54:32,99.0,10.7
08:54:33,98.0,10.7
08:54:34,98.0,10.7
08:54:35,97.0,10.8
08:54:36,98.0,10.8
08:54:37,98.0,10.8
08:54:38,99.0,11.0
08:54:39,97.0,11.0
08:54:40,92.0,11.1
08:54:41,99.0,11.2
08:54:42,97.0,11.3
08:54:43,98.0,11.3
08:54:44,98.0,11.4
08:54:45,97.0,11.4
08:54:46,98.0,11.5
08:54:47,96.0,11.5
08:54:48,98.0,11.6
08:54:49,96.0,11.6
08:54:50,99.0,11.7
08:54:51,97.0,11.7
08:54:52,96.0,11.7
08:54:53,98.0,11.7
08:54:54,97.0,11.7
08:54:55,92.1,11.7
08:54:56,98.0,11.7
08:54:57,97.0,11.7
08:54:58,97.0,11.7
08:54:59,97.0,11.7
08:55:00,93.1,11.7
08:55:01,92.0,11.7
08:55:02,98.0,11.7
08:55:03,96.0,11.8
08:55:04,98.0,11.8
08:55:06,95.0,11.8
08:55:07,97.0,11.8
08:55:08,98.0,11.8
08:55:09,97.0,11.8
08:55:10,96.0,11.8
08:55:11,90.1,11.8
08:55:12,97.0,11.8
08:55:13,96.0,11.9
08:55:14,96.0,11.9
08:55:15,96.0,11.9
08:55:16,95.0,11.9
08:55:17,97.0,11.9
08:55:18,96.0,11.9
08:55:19,96.0,11.9
08:55:20,96.0,11.9
08:55:21,95.0,11.9
08:55:22,95.0,11.9
08:55:23,97.0,11.9
08:55:24,80.2,11.9
08:55:25,97.0,11.9
08:55:26,96.0,11.9
08:55:27,96.0,11.9
08:55:28,97.0,11.9
08:55:29,95.0,11.9
08:55:30,97.0,11.9
08:55:31,96.0,11.9
08:55:32,96.0,11.9
08:55:33,97.0,11.9
08:55:34,96.0,11.9
08:55:35,97.0,11.9
08:55:36,95.0,11.9
08:55:37,97.0,11.9
08:55:38,96.0,11.9
08:55:39,96.0,11.9
08:55:40,84.0,11.9
08:55:41,91.1,11.9
08:55:42,96.0,11.9
08:55:43,95.0,11.9
08:55:44,96.0,11.9
08:55:45,97.0,11.9
08:55:46,96.0,12.0
08:55:47,96.0,12.0
08:55:48,95.0,12.0
08:55:49,96.0,12.0
08:55:50,97.0,12.0
08:55:51,96.0,12.0
08:55:52,84.0,12.1
08:55:53,97.0,12.1
08:55:54,96.0,12.1
08:55:55,97.0,12.2
08:55:56,96.0,12.2
08:55:57,97.0,12.3
08:55:58,97.0,12.3
08:55:59,91.1,12.3
08:56:00,97.0,12.3
08:56:01,95.0,12.3
08:56:02,97.0,12.3
08:56:03,96.0,12.3
08:56:04,83.0,12.3
08:56:05,97.0,12.3
08:56:06,92.1,12.3
08:56:07,98.0,12.3
08:56:08,96.0,12.3
08:56:09,96.0,12.3
08:56:10,96.0,12.4
08:56:11,90.1,12.5
08:56:12,97.0,12.5
08:56:13,95.0,12.5
08:56:14,96.0,12.5
08:56:15,96.0,12.5
08:56:16,96.0,12.5
08:56:17,94.0,12.5
08:56:18,97.0,12.5
08:56:19,94.1,12.5
08:56:20,96.0,12.5
08:56:21,91.1,12.5
08:56:22,96.0,12.5
08:56:23,92.0,12.6
08:56:24,97.0,12.7
08:56:25,96.0,12.7
08:56:26,96.0,12.7
08:56:27,96.0,12.7
08:56:28,97.0,12.7
08:56:29,95.0,12.7
08:56:30,95.0,12.7
08:56:31,94.1,12.7
08:56:32,95.0,12.9
08:56:33,84.2,12.9
08:56:34,95.0,13.0
08:56:35,95.0,13.0
08:56:36,96.0,13.1
08:56:37,96.0,13.2
08:56:38,83.2,13.2
08:56:39,95.0,13.2
08:56:40,97.0,13.2
08:56:41,95.0,13.2
08:56:42,91.0,13.2
08:56:43,91.1,13.2
08:56:44,96.0,13.2
08:56:45,96.0,13.2
08:56:46,96.0,13.2
08:56:47,95.0,13.2
08:56:48,97.0,13.2
08:56:49,94.1,13.3
08:56:50,96.0,13.3
08:56:51,92.1,13.3
08:56:52,95.0,13.3
08:56:53,95.0,13.4
08:56:54,95.0,13.4
08:56:55,97.0,13.4
08:56:56,96.0,13.4
08:56:57,96.0,13.4
08:56:58,98.0,13.4
08:56:59,95.0,13.4
08:57:00,97.0,13.4
08:57:01,95.0,13.4
08:57:02,97.0,13.4
08:57:03,97.0,13.4
08:57:04,95.0,13.4
08:57:05,97.0,13.4
08:57:06,96.0,13.4
08:57:07,97.0,13.4
08:57:08,96.0,13.4
08:57:09,95.0,13.4
08:57:10,95.0,13.4
08:57:11,95.0,13.4
08:57:12,91.0,13.4
08:57:13,96.0,13.4
08:57:14,97.0,13.4
08:57:15,95.0,13.4
08:57:16,97.0,13.4
08:57:17,95.0,13.4
08:57:18,96.0,13.4
08:57:19,83.2,13.4
08:57:20,96.0,13.4
08:57:21,96.0,13.4
08:57:22,85.0,13.4
08:57:23,96.0,13.4
08:57:24,87.1,13.4
08:57:25,96.0,13.4
08:57:26,96.0,13.4
08:57:27,95.0,13.4
08:57:28,99.0,13.4
08:57:29,95.0,13.4
08:57:30,92.0,13.4
08:57:31,96.0,13.4
08:57:32,93.1,13.4
08:57:33,97.0,13.5
08:57:34,92.0,13.5
08:57:35,95.0,13.5
08:57:36,96.0,13.5
08:57:37,95.0,13.5
08:57:38,97.0,13.6
08:57:39,96.0,13.6
08:57:40,95.0,13.6
08:57:41,97.0,13.6
08:57:42,89.1,13.7
08:57:43,97.0,13.7
08:57:44,97.0,13.7
08:57:45,95.0,13.7
08:57:46,97.0,13.7
08:57:47,96.0,13.7
08:57:48,96.0,13.7
08:57:49,96.0,13.7
08:57:50,96.0,13.7
08:57:51,97.0,13.7
08:57:52,95.0,13.7
08:57:53,97.0,13.7
08:57:54,97.0,13.7
08:57:55,96.0,13.7
08:57:56,95.0,13.7
08:57:57,97.0,13.7
08:57:58,96.0,13.7
08:57:59,96.0,13.7
08:58:00,93.1,13.7
08:58:01,85.0,13.7
08:58:02,95.0,13.7
08:58:03,97.0,13.7
08:58:04,96.0,13.7
08:58:05,94.1,13.7
08:58:06,97.0,13.7
08:58:07,98.0,13.7
08:58:08,96.0,13.7
08:58:09,97.0,13.8
08:58:10,96.0,13.8
08:58:11,96.0,13.8
08:58:12,91.0,13.9
08:58:13,96.0,14.2
08:58:14,95.0,14.2
08:58:15,97.0,14.2
08:58:16,95.0,14.2
08:58:17,97.0,14.2
08:58:18,95.0,14.2
08:58:19,96.0,14.2
08:58:20,96.0,14.2
08:58:21,97.0,14.2
08:58:22,95.0,14.2
08:58:23,96.0,14.2
08:58:24,97.0,14.2
08:58:25,96.0,14.2
08:58:26,95.0,14.2
08:58:27,96.0,14.2
08:58:28,95.0,14.2
08:58:29,97.0,14.2
08:58:30,95.0,14.2
08:58:31,96.0,14.2
08:58:32,96.0,14.2
08:58:33,96.0,14.2
08:58:34,97.0,14.3
08:58:35,96.0,14.3
08:58:36,96.0,14.0
08:58:37,97.0,14.0
08:58:38,95.0,14.0
08:58:39,97.0,14.0
08:58:40,96.0,14.0
08:58:41,95.0,14.0
08:58:42,91.0,14.0
08:58:43,95.0,14.0
08:58:44,97.0,14.0
08:58:45,96.0,14.0
08:58:46,96.0,14.0
08:58:47,96.0,14.0
08:58:48,96.0,14.0
08:58:49,99.0,14.1
08:58:50,97.0,14.2
08:58:51,97.0,14.3
08:58:52,96.0,14.3
08:58:53,95.0,14.3
08:58:54,96.0,14.8
08:58:55,97.0,14.8
08:58:56,94.1,14.8
08:58:57,96.0,14.8
08:58:58,93.1,14.8
08:58:59,97.0,14.8
08:59:00,96.0,14.8
08:59:01,95.0,14.8
08:59:02,96.0,14.8
08:59:03,95.0,14.8
08:59:04,96.0,14.8
08:59:05,96.0,14.8
08:59:06,96.0,14.9
08:59:07,95.0,14.9
08:59:08,95.0,14.9
08:59:09,97.0,15.0
08:59:10,95.0,15.1
08:59:11,96.0,15.2
08:59:12,91.0,15.2
08:59:13,95.0,15.3
08:59:14,96.0,15.3
08:59:15,97.0,15.3
08:59:16,95.0,15.3
08:59:17,96.0,15.3
08:59:18,95.0,15.3
08:59:19,96.0,15.3
08:59:20,96.0,15.3
08:59:21,96.0,15.3
08:59:22,95.0,15.3
08:59:23,95.0,15.3
08:59:24,95.0,15.3
08:59:25,97.0,15.3
08:59:26,95.0,15.3
08:59:27,96.0,15.3
08:59:28,96.0,15.3
08:59:29,95.0,15.3
08:59:30,96.0,15.3
08:59:31,96.0,15.3
08:59:32,95.0,15.4
08:59:33,99.0,15.4
08:59:34,97.0,15.4
08:59:35,96.0,15.5
08:59:36,97.0,15.5
08:59:37,95.0,15.5
08:59:38,97.0,15.5
08:59:39,95.0,15.5
08:59:40,96.0,15.6
08:59:41,96.0,15.6
08:59:42,91.0,15.6
08:59:43,97.0,15.6
08:59:44,95.0,15.6
08:59:45,97.0,15.6
08:59:46,96.0,15.6
08:59:47,96.0,15.6
08:59:48,96.0,15.6
08:59:49,96.0,15.6
08:59:50,96.0,15.6
08:59:51,96.0,15.6
08:59:52,96.0,15.6
08:59:53,95.0,15.6
08:59:54,95.0,15.6
08:59:55,97.0,15.7
08:59:56,97.0,15.7
08:59:57,95.0,15.7
08:59:58,96.0,15.7
08:59:59,96.0,15.7
09:00:00,96.0,15.7
09:00:01,97.0,15.7
09:00:02,92.1,15.7
09:00:03,96.0,15.7
09:00:04,97.0,15.7
09:00:05,96.0,15.8
09:00:06,97.0,15.8
09:00:07,97.0,15.8
09:00:08,94.1,15.8
09:00:09,97.0,15.8
09:00:10,96.0,15.8
09:00:11,85.0,15.8
09:00:12,92.1,15.8
09:00:13,95.0,15.8
09:00:14,95.0,15.8
09:00:15,97.0,15.8
09:00:16,96.0,15.8
09:00:17,96.0,15.8
09:00:18,96.0,15.8
09:00:19,96.0,15.8
09:00:20,97.0,15.8
09:00:21,95.0,15.8
09:00:22,97.0,15.8
09:00:23,96.0,15.8
09:00:24,96.0,15.8
09:00:25,96.0,15.8
09:00:26,96.0,15.8
09:00:27,97.0,15.8
09:00:28,95.0,15.8
09:00:29,96.0,15.8
09:00:30,97.0,15.8
09:00:31,96.0,15.8
09:00:32,96.0,15.8
09:00:33,96.0,15.8
09:00:34,97.0,15.8
09:00:35,96.0,15.8
09:00:36,96.0,15.8
09:00:37,95.0,15.8
09:00:38,96.0,15.8
09:00:39,96.0,15.8
09:00:40,97.0,15.8
09:00:41,96.0,15.8
09:00:42,97.0,15.8
09:00:43,90.1,15.8
09:00:44,96.0,15.8
09:00:45,96.0,15.8
09:00:46,95.0,15.8
09:00:47,97.0,15.8
09:00:48,96.0,15.8
09:00:49,94.1,15.8
09:00:50,98.0,15.8
09:00:51,95.0,15.8
09:00:52,97.0,15.8
09:00:53,97.0,15.8
09:00:54,95.0,15.8
09:00:55,96.0,15.8
09:00:56,97.0,15.8
09:00:57,97.0,15.8
09:00:58,95.0,15.8
09:00:59,95.0,15.8
09:01:00,97.0,15.8
09:01:01,98.0,15.8
09:01:02,94.1,15.8
09:01:03,98.0,15.8
09:01:04,95.0,15.8
09:01:05,96.0,15.8
09:01:06,98.0,15.9
09:01:07,95.0,15.9
09:01:08,96.0,15.9
09:01:09,95.0,15.9
09:01:10,97.0,15.9
09:01:11,96.0,15.9
09:01:12,96.0,15.9
09:01:13,91.0,15.9
09:01:14,95.0,15.9
09:01:15,97.0,15.9
09:01:16,97.0,15.9
09:01:17,96.0,15.9
09:01:18,96.0,15.9
09:01:19,96.0,15.9
09:01:20,96.0,15.9
09:01:21,97.0,15.9
09:01:22,96.0,15.9
09:01:23,95.0,15.9
09:01:24,97.0,15.9
09:01:25,95.0,15.9
09:01:26,98.0,15.9
09:01:27,96.0,15.9
09:01:28,95.0,15.9
09:01:29,97.0,15.9
09:01:30,95.0,15.9
09:01:31,97.0,15.9
09:01:32,96.0,15.9
09:01:33,96.0,15.9
09:01:34,96.0,15.9
09:01:35,95.0,15.9
09:01:36,98.0,15.9
09:01:37,96.0,15.9
09:01:38,95.0,15.9
09:01:39,97.0,15.9
09:01:40,95.0,15.9
09:01:41,96.0,15.9
09:01:42,96.0,15.9
09:01:43,90.1,15.9
09:01:44,96.0,15.9
09:01:45,95.0,15.9
09:01:46,97.0,15.9
09:01:47,97.0,15.9
09:01:48,94.1,15.9
09:01:49,97.0,15.9
09:01:50,97.0,15.9
09:01:51,95.0,15.9
09:01:52,97.0,15.9
09:01:53,95.0,15.9
09:01:54,97.0,15.9
09:01:55,96.0,15.9
09:01:56,95.0,15.9
09:01:57,98.0,15.9
09:01:58,96.0,15.9
09:01:59,96.0,15.9
09:02:00,96.0,15.9
09:02:01,95.0,15.9
09:02:02,97.0,15.9
09:02:03,97.0,15.9
09:02:04,95.0,15.9
09:02:05,97.0,15.9
09:02:06,91.1,15.9
09:02:07,97.0,15.9
09:02:08,97.0,15.9
09:02:09,96.0,15.9
09:02:10,96.0,15.9
09:02:11,95.0,15.9
09:02:12,97.0,15.9
09:02:13,92.0,15.9
09:02:14,95.0,15.9
09:02:15,97.0,15.9
09:02:16,95.0,15.9
09:02:17,97.0,15.9
09:02:18,96.0,15.9
09:02:19,96.0,15.9
09:02:20,84.0,15.9
09:02:21,97.0,15.9
09:02:22,96.0,15.9
09:02:23,96.0,15.9
09:02:24,96.0,15.9
09:02:25,97.0,15.9
09:02:26,96.0,15.9
09:02:27,95.0,15.9
09:02:28,97.0,15.9
09:02:29,95.0,15.9
09:02:30,97.0,15.9
09:02:31,96.0,15.9
09:02:32,95.0,15.9
09:02:33,96.0,15.9
09:02:34,96.0,15.9
09:02:35,96.0,15.9
09:02:36,96.0,15.9
09:02:37,96.0,15.9
09:02:38,96.0,15.9
09:02:39,97.0,15.9
09:02:40,95.0,15.9
09:02:41,96.0,15.9
09:02:42,96.0,15.9
09:02:43,94.0,15.9
09:02:44,99.0,15.9
09:02:45,99.0,16.0
09:02:46,98.0,16.0
09:02:47,95.1,16.0
09:02:48,97.0,16.0
09:02:49,96.0,16.0
09:02:50,96.0,16.0
09:02:51,97.0,16.3
09:02:52,95.0,16.3
09:02:53,97.0,16.3
09:02:54,96.0,16.3
09:02:55,96.0,16.3
09:02:56,97.0,16.3
09:02:57,96.0,16.3
09:02:58,95.0,16.3
09:02:59,97.0,16.3
09:03:00,86.1,16.3
09:03:01,96.0,16.3
09:03:02,97.0,16.3
09:03:03,95.0,16.3
09:03:04,97.0,16.3
09:03:05,95.0,16.3
09:03:06,97.0,16.3
09:03:07,97.0,16.3
09:03:08,96.0,16.3
09:03:09,96.0,16.3
09:03:10,97.0,16.3
09:03:11,96.0,16.3
09:03:12,96.0,16.3
09:03:13,90.1,16.3
09:03:14,97.0,16.3
09:03:15,96.0,16.3
09:03:16,96.0,16.3
09:03:17,97.0,16.3
09:03:18,95.0,16.3
09:03:19,97.0,16.3
09:03:20,95.0,16.3
09:03:21,96.0,16.3
09:03:22,96.0,16.3
09:03:23,97.0,16.3
09:03:24,96.0,16.3
09:03:25,96.0,16.3
09:03:26,95.0,16.3
09:03:27,96.0,16.3
09:03:28,95.0,16.3
09:03:29,97.0,16.3
09:03:30,96.0,16.3
09:03:31,97.0,16.3
09:03:32,95.0,16.3
09:03:33,95.0,16.3
09:03:34,96.0,16.3
09:03:35,97.0,16.3
09:03:36,96.0,16.4
09:03:37,97.0,16.4
09:03:38,95.0,16.4
09:03:39,97.0,16.4
09:03:40,95.0,16.4
09:03:41,98.0,16.4
09:03:42,96.0,16.4
09:03:43,90.1,16.4
09:03:44,97.0,16.4
09:03:45,96.0,16.4
09:03:46,96.0,16.4
09:03:47,97.0,16.4
09:03:48,94.1,16.4
09:03:49,96.0,16.4
09:03:50,97.0,16.4
09:03:51,95.0,16.4
09:03:52,97.0,16.4
09:03:53,96.0,16.4
09:03:54,96.0,16.4
09:03:55,97.0,16.4
09:03:56,95.0,16.4
09:03:57,97.0,16.4
09:03:58,97.0,16.4
09:03:59,95.0,16.4
09:04:00,97.0,16.4
09:04:01,95.0,16.4
09:04:02,96.0,16.4
09:04:03,98.0,16.4
09:04:04,95.0,16.4
09:04:05,97.0,16.4
09:04:06,92.1,16.4
09:04:07,96.0,16.4
09:04:08,96.0,16.4
09:04:09,96.0,16.4
09:04:10,97.0,16.4
09:04:11,95.0,16.4
09:04:12,97.0,16.4
09:04:13,94.1,16.4
09:04:14,93.0,16.4
09:04:15,96.0,16.4
09:04:16,96.0,16.4
09:04:17,96.0,16.4
09:04:18,96.0,16.4
09:04:19,96.0,16.4
09:04:20,95.0,16.4
09:04:21,97.0,16.4
09:04:22,96.0,16.4
09:04:23,96.0,16.4
09:04:24,97.0,16.4
09:04:25,95.0,16.4
09:04:26,96.0,16.4
09:04:27,96.0,16.4
09:04:28,96.0,16.4
09:04:29,97.0,16.4
09:04:30,84.2,16.4
09:04:31,97.0,16.5
09:04:32,96.0,16.5
09:04:33,97.0,16.4
09:04:34,97.0,16.4
09:04:35,96.0,16.4
09:04:36,96.0,16.4
09:04:37,97.0,16.4
09:04:38,95.0,16.4
09:04:39,96.0,16.4
09:04:40,95.0,16.4
09:04:41,97.0,16.4
09:04:42,97.0,16.4
09:04:43,95.0,16.4
09:04:44,91.0,16.4
09:04:45,95.0,16.4
09:04:46,97.0,16.4
09:04:47,96.0,16.4
09:04:48,96.0,16.4
09:04:49,96.0,16.4
09:04:50,96.0,16.4
09:04:51,96.0,16.4
09:04:52,96.0,16.4
09:04:53,95.0,16.4
09:04:54,97.0,16.4
09:04:55,96.0,16.4
09:04:56,96.0,16.4
09:04:57,97.0,16.4
09:04:58,96.0,16.4
09:04:59,95.0,16.4
09:05:00,97.0,16.4
09:05:01,96.0,16.4
09:05:02,97.0,16.4
09:05:03,96.0,16.4
09:05:04,96.0,16.4
09:05:05,96.0,16.4
09:05:06,96.0,16.4
09:05:07,96.0,16.4
09:05:08,97.0,16.4
09:05:09,95.0,16.4
09:05:10,97.0,16.4
09:05:11,96.0,16.4
09:05:12,95.0,16.4
09:05:13,96.0,16.4
09:05:14,91.0,16.4
09:05:15,96.0,16.4
09:05:16,96.0,16.4
09:05:17,97.0,16.4
09:05:18,95.0,16.4
09:05:19,97.0,16.4
09:05:20,96.0,16.4
09:05:21,96.0,16.4
09:05:22,96.0,16.4
09:05:23,97.0,16.4
09:05:24,95.0,16.4
09:05:25,97.0,16.4
09:05:26,94.1,16.5
09:05:27,97.0,16.5
09:05:28,97.0,16.5
09:05:29,96.0,16.5
09:05:30,97.0,16.4
09:05:31,95.0,16.4
09:05:32,97.0,16.4
09:05:33,96.0,16.4
09:05:34,95.0,16.4
09:05:35,97.0,16.4
09:05:36,96.0,16.4
09:05:37,95.0,16.4
09:05:38,97.0,16.4
09:05:39,96.0,16.4
09:05:40,96.0,16.4
09:05:41,96.0,16.4
09:05:42,97.0,16.4
09:05:43,95.0,16.4
09:05:44,90.1,16.4
09:05:45,97.0,16.4
09:05:46,95.0,16.4
09:05:47,97.0,16.4
09:05:48,97.0,16.4
09:05:49,94.1,16.4
09:05:50,98.0,16.4
09:05:52,95.0,16.4
09:05:53,97.0,16.4
09:05:54,96.0,16.4
09:05:55,95.0,16.4
09:05:56,97.0,16.4
09:05:57,95.0,16.4
09:05:58,97.0,16.4
09:05:59,95.0,16.4
09:06:00,96.0,16.4
09:06:01,97.0,16.4
09:06:02,96.0,16.4
09:06:03,99.9,16.5
09:06:04,99.0,16.5
09:06:05,98.0,16.6
09:06:06,98.0,17.0
09:06:07,99.0,17.5
09:06:08,95.0,17.5
09:06:09,96.0,17.7
09:06:10,96.0,17.7
09:06:11,96.0,17.7
09:06:12,95.0,17.8
09:06:13,97.0,17.8
09:06:14,96.0,17.8
09:06:15,89.1,17.8
09:06:16,97.0,17.8
09:06:17,96.0,17.8
09:06:18,96.0,17.8
09:06:19,97.0,17.8
09:06:20,95.0,17.8
09:06:21,96.0,17.8
09:06:22,96.0,17.8
09:06:23,96.0,17.8
09:06:24,96.0,17.8
09:06:25,96.0,17.8
09:06:26,96.0,17.8
09:06:27,96.0,17.8
09:06:28,96.0,17.9
09:06:29,96.0,18.0
09:06:30,96.0,18.0
09:06:31,96.0,18.0
09:06:32,96.0,18.1
09:06:33,96.0,18.1
09:06:34,96.0,18.1
09:06:35,97.0,18.2
09:06:36,95.0,18.2
09:06:37,97.0,18.2
09:06:38,96.0,18.3
09:06:39,96.0,18.3
09:06:40,85.0,18.4
09:06:41,96.0,18.4
09:06:42,96.0,18.4
09:06:43,96.0,18.4
09:06:44,96.0,18.4
09:06:45,90.0,18.4
09:06:46,97.0,18.4
09:06:47,95.0,18.4
09:06:48,96.0,18.4
09:06:49,96.0,18.4
09:06:50,96.0,18.4
09:06:51,96.0,18.4
09:06:52,96.0,18.4
09:06:53,96.0,18.4
09:06:54,96.0,18.4
09:06:55,97.0,18.4
09:06:56,95.0,18.4
09:06:57,97.0,18.4
09:06:58,95.0,18.4
09:06:59,96.0,18.5
09:07:00,96.0,18.5
09:07:01,95.0,18.5
09:07:02,96.0,18.5
09:07:03,95.0,18.5
09:07:04,96.0,18.5
09:07:05,97.0,18.5
09:07:06,95.0,18.5
09:07:07,97.0,18.5
09:07:08,94.1,18.5
09:07:09,97.0,18.5
09:07:10,96.0,18.5
09:07:11,97.0,18.5
09:07:12,97.0,18.5
09:07:13,94.1,18.5
09:07:14,97.0,18.5
09:07:15,91.0,18.5
09:07:16,95.0,18.5
09:07:17,96.0,18.5
09:07:18,96.0,18.5
09:07:19,96.0,18.5
09:07:20,96.0,18.5
09:07:21,96.0,18.5
09:07:22,97.0,18.5
09:07:23,95.0,18.5
09:07:24,96.0,18.6
09:07:25,97.0,18.6
09:07:26,95.0,18.6
09:07:27,97.0,18.6
09:07:28,94.1,18.6
09:07:29,97.0,18.7
09:07:30,96.0,18.7
09:07:31,95.0,18.7
09:07:32,97.0,18.7
09:07:33,95.0,18.7
09:07:34,97.0,18.7
09:07:35,96.0,18.7
09:07:36,96.0,18.7
09:07:37,96.0,18.7
09:07:38,96.0,18.7
09:07:39,96.0,18.7
09:07:40,96.0,18.7
09:07:41,96.0,18.7
09:07:42,96.0,18.7
09:07:43,95.0,18.7
09:07:44,96.0,18.7
09:07:45,91.1,18.7
09:07:46,96.0,18.7
09:07:47,97.0,18.7
09:07:48,96.0,18.7
09:07:49,95.0,18.7
09:07:50,97.0,18.7
09:07:51,96.0,18.7
09:07:52,95.0,18.7
09:07:53,96.0,18.7
09:07:54,95.0,18.7
09:07:55,97.0,18.7
09:07:56,96.0,18.7
09:07:57,95.0,18.7
09:07:58,96.0,18.7
09:07:59,97.0,18.7
09:08:00,95.0,18.7
09:08:01,97.0,18.7
09:08:02,95.0,18.7
09:08:03,96.0,18.7
09:08:04,96.0,18.8
09:08:05,96.0,18.8
09:08:06,96.0,18.8
09:08:07,94.1,18.8
09:08:08,97.0,18.8
09:08:09,97.0,18.8
09:08:10,94.1,18.8
09:08:11,93.0,18.8
09:08:12,96.0,18.8
09:08:13,97.0,18.8
09:08:14,95.0,18.8
09:08:15,96.0,18.8
09:08:16,91.0,18.8
09:08:17,95.0,18.8
09:08:18,96.0,18.8
09:08:19,97.0,18.8
09:08:20,96.0,18.9
09:08:21,96.0,18.9
09:08:22,95.0,18.9
09:08:23,96.0,18.9
09:08:24,97.0,18.9
09:08:25,95.0,18.9
09:08:26,97.0,18.9
09:08:27,95.0,18.9
09:08:28,96.0,18.9
09:08:29,96.0,18.9
09:08:30,96.0,19.0
09:08:31,96.0,19.0
09:08:32,97.0,19.1
09:08:33,95.0,19.1
09:08:34,97.0,19.2
09:08:35,95.0,19.3
09:08:36,97.0,19.3
09:08:37,96.0,19.4
09:08:38,96.0,19.4
09:08:39,97.0,19.4
09:08:40,96.0,19.4
09:08:41,96.0,19.4
09:08:42,95.0,19.4
09:08:43,96.0,19.4
09:08:44,96.0,19.4
09:08:45,85.1,19.4
09:08:46,90.0,19.4
09:08:47,96.0,19.4
09:08:48,96.0,19.4
09:08:49,96.0,19.4
09:08:50,95.0,19.4
09:08:51,96.0,19.5
09:08:52,97.0,19.5
09:08:53,95.0,19.5
09:08:54,96.0,19.5
09:08:55,96.0,19.5
09:08:56,96.0,19.5
09:08:57,96.0,19.5
09:08:58,94.1,19.5
09:08:59,97.0,19.5
09:09:00,96.0,19.5
09:09:01,96.0,19.5
09:09:02,96.0,19.5
09:09:03,95.0,19.5
09:09:04,97.0,19.5
09:09:05,96.0,19.5
09:09:06,96.0,19.5
09:09:07,96.0,19.5
09:09:08,95.0,19.5
09:09:09,97.0,19.5
